TSHR	7253	GNAI1	2770	17891229	in vivo	physical interaction
TSHR	7253	GNAI3	2773	17891229	in vivo	physical interaction
TSHR	7253	GNAS	2778	17891229	in vivo	physical interaction
TSHR	7253	GNA11	2767	17891229	in vivo	physical interaction
TSHR	7253	PIK3R1	5295	12668683	in vivo	physical interaction
SLC16A1	6566	BSG	682	14607782	in vivo	physical interaction
TSHR	7253	SCRIB	23513	15775968;15775968;15775968	in vivo;in vitro;two hybrid	physical interaction
CDK4	1019	CDKN1B	1027	14597415	in vivo	physical interaction
CDK4	1019	CCND3	896	14597415	in vivo	physical interaction
CDK4	1019	CDKN1B	1027	14597415	in vivo	physical interaction
CCND3	896	CDKN1B	1027	14597415	in vivo	physical interaction
CDK4	1019	CCND3	896	9508775	in vivo	physical interaction
PRKACA	5566	NFKBIA	4792	15637292	in vivo	physical interaction
PRKACA	5566	NFKBIB	4793	15637292	in vivo	physical interaction
HSPA8	3312	CDKN1B	1027	10198213	in vivo	physical interaction
TSHR	7253	TSHB	7252	20181794	in vitro	physical interaction
TSHR	7253	CGA	1081	20181794	in vitro	physical interaction
TSHB	7252	CGA	1081	20181794	in vitro	physical interaction
CGA	1081	TSHB	7252	3398850	in vivo	physical interaction
HRAS	3265	RALGDS	5900	11313862	in vivo	physical interaction
HRAS	3265	PIK3R2	5296	11313862	in vivo	physical interaction
HRAS	3265	PIK3R1	5295	11313862	in vivo	physical interaction
PIK3R2	5296	PIK3R1	5295	11313862	in vivo	physical interaction
HRAS	3265	PIK3CA	5290	11313862	in vivo	physical interaction
TSHR	7253	ATP1A1	476	19466745	in vivo	physical interaction
TSHR	7253	IGF1R	3480	18768899	in vivo	physical interaction
TSHR	7253	HSPA5	3309	12383251	in vivo	physical interaction
TSHR	7253	CALR	811	12383251	in vivo	physical interaction
TSHR	7253	CANX	821	12383251	in vivo	physical interaction
PIK3R1	5295	PIK3CA	5290	11313862	in vivo	physical interaction
HRAS	3265	RAF1	5894	11313862	in vivo	physical interaction
PIK3R1	5295	PIK3CA	5290	11313862	in vivo	physical interaction
PIK3R1	5295	PIK3R2	5296	11313862	in vivo	physical interaction
PIK3CA	5290	PIK3R2	5296	11313862	in vivo	physical interaction
SHC1	6464	IRS2	8660	15705774	in vivo	physical interaction
TSHR	7253	KCNIP3	30818	19299442	in vivo	physical interaction
NFKB2	4791	RELB	5971	20126461	in vivo	physical interaction
RELA	5970	HDAC1	3065	16325585	in vivo	physical interaction
RAC1	5879	TNFRSF12A	51330	17018610	in vivo	physical interaction
TNFRSF12A	51330	TRAF1	7185	12767899	in vivo	physical interaction
TNFRSF12A	51330	TRAF2	7186	12767899	in vivo	physical interaction
TNFRSF12A	51330	TRAF3	7187	12767899	in vivo	physical interaction
TNFRSF12A	51330	TRAF5	7188	12767899	in vivo	physical interaction
TNFSF12	8742	CD163	9332	17548657	in vitro	physical interaction
TNFSF12	8742	TNFRSF12A	51330	16526941	in vitro	physical interaction
FADD	8772	CASP8	 841	21525013	in vivo	physical interaction
FADD	8772	RIPK1	8737	21525013	in vivo	physical interaction
CASP8	 841	RIPK1	8737	21525013	in vivo	physical interaction
TNFRSF12A	51330	BIRC2	330	18606850	in vivo	physical interaction
TNFRSF12A	51330	TRAF2	7186	18606850	in vivo	physical interaction
BIRC2	330	TRAF2	7186	18606850	in vivo	physical interaction
TNFRSF25	8718	TNFSF12	8742	11094155	in vivo	physical interaction
GAB2	9846	MAPK1	5594	12008033	in vivo	physical interaction
GAB2	9846	MAPK3	5595	12008033	in vivo	physical interaction
GAB2	9846	MAPK4	5596	12008033	in vivo	physical interaction
GAB1	2549	MAPK1	5594	12008033	in vivo	physical interaction
GAB1	2549	MAPK3	5595	12008033	in vivo	physical interaction
GAB1	2549	MAPK4	5596	12008033	in vivo	physical interaction
APS	10603	SHC1	6464	9233773	in vivo	physical interaction
APS	10603	GRB2	2885	9233773	in vivo	physical interaction
APS	10603	CBL	867	9233773	in vivo	physical interaction
CD22	933	GRB2	2885	10748054	in vivo	physical interaction
CD22	933	INPP5D	3635	10748054	in vivo	physical interaction
CD22	933	SHC1	6464	10748054	in vivo	physical interaction
GRB2	2885	INPP5D	3635	10748054	in vivo	physical interaction
GRB2	2885	SHC1	6464	10748054	in vivo	physical interaction
INPP5D	3635	SHC1	6464	10748054	in vivo	physical interaction
CD22	933	INPP5D	3635	10373493	in vivo	physical interaction
CD22	933	SHC1	6464	10748054	in vivo	physical interaction
INPP5D	3635	GRB2	2885	10748054	in vitro	physical interaction
INPP5D	3635	SHC1	6464	10748054	in vivo	physical interaction
INPP5D	3635	GRB2	2885	10748054	in vivo	physical interaction
SHC1	6464	GRB2	2885	10748054	in vivo	physical interaction
BTK	695	PIP5K1A	8394	15046600;15046600	in vivo;in vitro	physical interaction
BTK	695	PIP5K1B	8395	15046600;15046600	in vivo;in vitro	physical interaction
BTK	695	PIP5K1C	23396	15046600;15046600	in vivo;in vitro	physical interaction
BTK	695	PIP5K2A	5305	15046600;15046600	in vivo;in vitro	physical interaction
BTK	695	PIP5K2B	8396	15046600;15046600	in vivo;in vitro	physical interaction
BTK	695	PIP5K2C	79837	15046600;15046600	in vivo;in vitro	physical interaction
GRB2	2885	SOS1	6654	8621483	in vitro	physical interaction
GRB2	2885	RAPGEF1	2889	8621483	in vitro	physical interaction
SHC1	6464	GRB2	2885	8051109;8051109	in vitro;in vivo	physical interaction
SHC1	6464	SOS1	6654	8621483	in vivo	physical interaction
SHC1	6464	GRB2	2885	8621483	in vivo	physical interaction
SOS1	6654	GRB2	2885	8621483	in vivo	physical interaction
BLNK	29760	MAP4K1	11184	11514608;11514608	in vivo;in vitro	physical interaction
LAT2	7462	GRB2	2885	12486104	in vitro	physical interaction
LAT2	7462	SOS1	6654	12486104;12486104	in vitro;in vivo	physical interaction
TEC	7006	PTPN18	26469	14679216	in vitro	physical interaction
SH3BP2	6452	PLCG1	5335	15345594;15345594	in vivo;in vitro	physical interaction
SH3BP2	6452	SYK	6850	15345594;15345594	in vivo;in vitro	physical interaction
CD19	930	BTK	695	12023340;12023340	in vivo;in vitro	physical interaction
CRKL	1399	RAPGEF1	2889	8943292;8943292	in vivo;in vitro	physical interaction
CRKL	1399	SOS1	6654	8943292;8943292	in vivo;in vitro	physical interaction
CRKL	1399	SOS2	6655	8943292;8943292	in vivo;in vitro	physical interaction
BTK	695	PIP5K1A	8394	14614854	in vivo	physical interaction
BTK	695	PIP5K2A	5305	14614854	in vivo	physical interaction
BTK	695	GTF2I	2969	9012831;9012831	in vivo;in vitro	physical interaction
CBL	867	BTK	695	7629518;7629518	in vivo;in vitro	physical interaction
CBL	867	SLA2	84174	11696592;11696592	in vivo;in vitro	physical interaction
CD22	933	ATP2B4	493	15133509	in vivo	physical interaction
SHC1	6464	SOS1	6654	8021500	in vitro	physical interaction
GRB2	2885	CD72	971	9740800	in vitro	physical interaction
INPP5D	3635	PIK3R2	5296	10066815	in vivo	physical interaction
INPP5D	3635	PIK3R1	5295	10066815	in vivo	physical interaction
PIK3R2	5296	PIK3R1	5295	10066815	in vivo	physical interaction
PTPN6	5777	CD22	933	7618087;7618087	in vivo;in vitro	physical interaction
BLNK	29760	PLCG1	5335	9697839;9697839	in vivo;in vitro	physical interaction
BLNK	29760	GRB2	2885	9697839	in vitro	physical interaction
BLNK	29760	SOS1	6654	9697839	in vivo	physical interaction
BLNK	29760	GRB2	2885	9697839	in vivo	physical interaction
SOS1	6654	GRB2	2885	9697839	in vivo	physical interaction
CRKL	1399	NEDD9	4739	9020138	in vitro	physical interaction
SH3BP2	6452	VAV2	7410	15345594;15345594;15345594	in vivo;in vitro;two hybrid	physical interaction
VAV2	7410	CBL	867	15345594	in vitro	physical interaction
VAV2	7410	SYK	6850	15345594	in vitro	physical interaction
CHST15	51363	HCK	3055	10749872	in vivo	physical interaction
GRB2	2885	CD22	933	11551923	in vivo	physical interaction
BCAR1	9564	CRK	1398	8943292	in vitro	physical interaction
BCAR1	9564	CRKL	1399	8943292	in vitro	physical interaction
CBL	867	CRK	1398	8943292;8943292	in vitro;in vivo	physical interaction
CBL	867	CRKL	1399	8943292	in vitro	physical interaction
CD22	933	SYK	6850	8627166	in vivo	physical interaction
CD22	933	PLCG1	5335	8627166	in vivo	physical interaction
PRKD1	5587	SYK	6850	8885868;8885868	in vivo;in vitro	physical interaction
PRKD1	5587	PLCG1	5335	8885868;8885868	in vivo;in vitro	physical interaction
PRKD1	5587	PLCG2	5336	8885868;8885868	in vivo;in vitro	physical interaction
LYN	4067	CD19	930	11809733;11809733	in vivo;in vitro	physical interaction
CD19	930	VAV1	7409	10706702	in vivo	physical interaction
LCP2	3937	VAV1	7409	9341187	in vivo	physical interaction
CBL	867	SYK	6850	10570266;10570266	in vivo;in vitro	physical interaction
CD79B	974	ZAP70	7535	12393534	in vitro	physical interaction
LCP2	3937	PLCG1	5335	9341187	in vivo	physical interaction
CBL	867	GRB2	2885	8621719;8621719	in vivo;in vitro	physical interaction
CBL	867	PIK3R2	5296	8621719	in vivo	physical interaction
CBL	867	PIK3R1	5295	8621719	in vivo	physical interaction
PIK3R2	5296	PIK3R1	5295	8621719	in vivo	physical interaction
CBL	867	SHC1	6464	8621719;8621719	in vivo;in vitro	physical interaction
CBL	867	FYN	2534	8621719;8621719	in vivo;in vitro	physical interaction
CBL	867	BLK	640	8621719;8621719	in vivo;in vitro	physical interaction
CBL	867	LYN	4067	8621719;8621719	in vivo;in vitro	physical interaction
CBL	867	LCK	3932	8621719;8621719	in vivo;in vitro	physical interaction
GAB1	2549	PIK3R2	5296	9804835	in vivo	physical interaction
GAB1	2549	PIK3R1	5295	9804835	in vivo	physical interaction
PIK3R2	5296	PIK3R1	5295	9804835	in vivo	physical interaction
GAB1	2549	PTPN11	5781	9804835	in vitro	physical interaction
GAB1	2549	SHC1	6464	9804835	in vitro	physical interaction
GRB2	2885	PTPN11	5781	9804835	in vitro	physical interaction
FCGR2B	2213	MAPK1	5594	15081531	in vivo	physical interaction
FCGR2B	2213	MAPK3	5595	15081531	in vivo	physical interaction
CMTM3	123920	BLNK	29760	15087455	in vivo	physical interaction
CMTM3	123920	BTK	695	15087455	in vivo	physical interaction
CD19	930	CR2	1380	14688345	in vivo	physical interaction
BLNK	29760	PLCG2	5336	10438904	in vitro	physical interaction
LAT2	7462	CBL	867	12486104;12486104	in vivo;in vitro	physical interaction
LAT2	7462	GAB1	2549	12486104;12486104	in vivo;in vitro	physical interaction
CD19	930	CD81	975	7690834	in vivo	physical interaction
CD79A	973	CD79B	974	10933390	in vivo	physical interaction
BCL2L11	10018	BCL2	596	14517273	in vivo	physical interaction
SYK	6850	CD79A	973	7538118	in vitro	physical interaction
TEC	7006	DOK1	1796	10823839;10823839	in vivo;in vitro	physical interaction
SYK	6850	VAV1	7409	10092764	in vitro	physical interaction
MAP4K1	11184	DAPP1	27071	14563325	in vivo	physical interaction
LCK	3932	CD79A	973	10748115	in vitro	physical interaction
CD5	921	PTPN6	5777	10540344	in vivo	physical interaction
CD19	930	GRB2	2885	10706702	in vivo	physical interaction
CD19	930	SOS1	6654	10706702	in vivo	physical interaction
CD19	930	PLCG2	5336	10706702	in vivo	physical interaction
PIK3AP1	118788	PIK3R2	5296	11163197	in vivo	physical interaction
PIK3AP1	118788	PIK3R1	5295	11163197	in vivo	physical interaction
PIK3R2	5296	PIK3R1	5295	11163197	in vivo	physical interaction
PTPN6	5777	BLNK	29760	10903736;10903736	in vivo;in vitro	physical interaction
BLNK	29760	BTK	695	10556826	in vivo	physical interaction
FYN	2534	BCAR1	9564	9020138	in vivo	physical interaction
LYN	4067	PTK2	5747	11389892;11389892	in vivo;in vitro	physical interaction
HCK	3055	BCAR1	9564	9020138	in vivo	physical interaction
PTPN6	5777	CD72	971	11356834;11356834	in vivo;in vitro	physical interaction
SOS2	6655	SHC1	6464	9199344	in vivo	physical interaction
SOS2	6655	GRB2	2885	9199344	in vivo	physical interaction
SHC1	6464	GRB2	2885	9199344	in vivo	physical interaction
INPP5D	3635	SHC1	6464	10570274	in vivo	physical interaction
DAPP1	27071	PLCG1	5335	10770799;10770799	in vivo;in vitro	physical interaction
DAPP1	27071	PLCG2	5336	10770799;10770799	in vivo;in vitro	physical interaction
BCAR1	9564	PTK2B	2185	9020138	in vivo	physical interaction
BCAR1	9564	LYN	4067	9020138	in vivo	physical interaction
BANK1	55024	ITPR2	3709	11782428	in vivo	physical interaction
RAPGEF1	2889	CRK	1398	8943292	in vitro	physical interaction
TEC	7006	BRDG1	26228	10518561;10518561;10518561	in vivo;in vitro;two hybrid	physical interaction
CD79A	973	BLK	640	1506682	in vivo	physical interaction
CD79A	973	CD79B	974	1506682	in vivo	physical interaction
BLK	640	CD79B	974	1506682	in vivo	physical interaction
CD79A	973	FYN	2534	8183901	in vivo	physical interaction
CD79A	973	LYN	4067	8183901	in vivo	physical interaction
CD79B	974	SYK	6850	7538118	in vivo	physical interaction
CD19	930	PIK3R2	5296	7684160	in vivo	physical interaction
CD19	930	PIK3R1	5295	7684160	in vivo	physical interaction
PIK3R2	5296	PIK3R1	5295	7684160	in vivo	physical interaction
INPP5D	3635	DOK3	79930	14993273	in vivo	physical interaction
IGHM	3507	CD22	933	8475064	in vivo	physical interaction
CD5	921	CD79B	974	7512031	in vivo	physical interaction
CD5	921	CD79A	973	7512031	in vivo	physical interaction
CD79B	974	CD79A	973	7512031	in vivo	physical interaction
PTPN6	5777	CD79A	973	7539038	in vivo	physical interaction
PTPN6	5777	CD79B	974	7539038	in vivo	physical interaction
PTK2	5747	CD79B	974	11389892;11389892	in vivo;in vitro	physical interaction
PTK2	5747	IGHM	3507	11389892;11389892	in vivo;in vitro	physical interaction
BLNK	29760	NCK1	4690	9697839;9697839	in vivo;in vitro	physical interaction
GRB2	2885	VAV1	7409	8621483;8621483	in vitro;two hybrid	physical interaction
VAV1	7409	CRK	1398	8621483;8621483	in vivo;in vitro	physical interaction
BLNK	29760	VAV1	7409	9697839;9697839	in vivo;in vitro	physical interaction
SH3BP2	6452	VAV1	7409	15345594;15345594;15345594	in vivo;in vitro;two hybrid	physical interaction
CMTM3	123920	MAPK1	5594	15087455	in vivo	physical interaction
NEDD9	4739	PTK2B	2185	9020138	in vivo	physical interaction
LYN	4067	NEDD9	4739	9020138	in vivo	physical interaction
CD79A	973	BLNK	29760	11449366	in vitro	physical interaction
LIME1	54923	GRB2	2885	16249387	in vivo	physical interaction
LIME1	54923	PLCG2	5336	16249387	in vivo	physical interaction
LYN	4067	PTPRC	5788	7525568	in vivo	physical interaction
LYN	4067	RASA1	5921	8395016	in vitro	physical interaction
LYN	4067	PLCG2	5336	8395016	in vitro	physical interaction
NCK1	4690	LCP2	3937	15668918	in vivo	physical interaction
LCP2	3937	CD22	933	15668918	in vivo	physical interaction
HNRPK	3190	VAV1	7409	15860232	in vivo	physical interaction
CARD11	84433	MAP3K7	6885	16186825	in vivo	physical interaction
CARD11	84433	BCL10	8915	16186825	in vivo	physical interaction
MAP3K7	6885	BCL10	8915	16186825	in vivo	physical interaction
CARD11	84433	MAP3K7	6885	16301747	in vivo	physical interaction
IKBKG	8517	CARD11	84433	16301747	in vivo	physical interaction
DOK1	1796	RASA1	5921	10640270	in vivo	physical interaction
CSK	1445	DOK1	1796	9221755	in vivo	physical interaction
CCNE1	898	CDK2	1017	10477583	in vivo	physical interaction
CDK2	1017	CCNA2	890	10477583	in vivo	physical interaction
CDK4	1019	CCND2	894	10477583	in vivo	physical interaction
CDK4	1019	CCND3	896	10477583	in vivo	physical interaction
CDK6	1021	CCND2	894	10477583	in vivo	physical interaction
PRKCB1	5579	CARD11	84433	16356855	in vivo	physical interaction
CDK6	1021	CCND3	896	10477583	in vivo	physical interaction
LIME1	54923	PIK3R2	5296	16249387	in vivo	physical interaction
LIME1	54923	PIK3R1	5295	16249387	in vivo	physical interaction
PIK3R2	5296	PIK3R1	5295	16249387	in vivo	physical interaction
RAP2A	5911	PIK3R1	5295	12904304	in vivo	physical interaction
DBNL	28988	DNM2	1785	18453588	in vivo	physical interaction
CD81	975	CR2	1380	9597125	in vivo	physical interaction
CD81	975	IFITM1	8519	9597125	in vivo	physical interaction
CD81	975	CD19	930	9597125	in vivo	physical interaction
CR2	1380	IFITM1	8519	9597125	in vivo	physical interaction
CR2	1380	CD19	930	9597125	in vivo	physical interaction
IFITM1	8519	CD19	930	9597125	in vivo	physical interaction
BCL10	8915	MALT1	10892	15122200	in vivo	physical interaction
BCL10	8915	CARD11	84433	15122200	in vivo	physical interaction
MALT1	10892	CARD11	84433	15122200	in vivo	physical interaction
RRAS2	22800	PIK3CD	5293	19561613	in vivo	physical interaction
FOS	2353	JUNB	3726	18048365	in vivo	physical interaction
FOSB	2354	JUNB	3726	18048365	in vivo	physical interaction
TCL1A	8115	AKT1	207	19770358	in vivo	physical interaction
TCL1A	8115	ZAP70	7535	19770358	in vivo	physical interaction
AKT1	207	ZAP70	7535	19770358	in vivo	physical interaction
IGHM	3507	CD79B	974	19155498	in vivo	physical interaction
IGHM	3507	CD79A	973	19155498	in vivo	physical interaction
IGHM	3507	BTLA	151888	19155498	in vivo	physical interaction
IGHM	3507	CD19	930	19155498	in vivo	physical interaction
CD79B	974	CD79A	973	19155498	in vivo	physical interaction
CD79B	974	BTLA	151888	19155498	in vivo	physical interaction
CD79B	974	CD19	930	19155498	in vivo	physical interaction
CD79A	973	BTLA	151888	19155498	in vivo	physical interaction
CD79A	973	CD19	930	19155498	in vivo	physical interaction
BTLA	151888	CD19	930	19155498	in vivo	physical interaction
GAB2	9846	PIK3R2	5296	18950707	in vivo	physical interaction
GAB2	9846	PIK3R1	5295	18950707	in vivo	physical interaction
GAB2	9846	PTPN11	5781	18950707	in vivo	physical interaction
PIK3R2	5296	PIK3R1	5295	18950707	in vivo	physical interaction
PIK3R2	5296	PTPN11	5781	18950707	in vivo	physical interaction
PIK3R1	5295	PTPN11	5781	18950707	in vivo	physical interaction
LAT2	7462	VAV2	7410	19858206	in vivo	physical interaction
LAT2	7462	VAV1	7409	19858206	in vivo	physical interaction
VAV2	7410	VAV1	7409	19858206	in vivo	physical interaction
CD79A	973	SHC1	6464	8765045	in vivo	physical interaction
AR	367	CDC37	11140	11085988	in vitro	physical interaction
AR	367	CDC25B	994	12569365;12569365;12569365	in vivo;in vitro;two hybrid	physical interaction
AR	367	FHL2	2274	10654935;10654935;10654935	in vivo;in vitro;two hybrid	physical interaction
AR	367	CAV1	857	11278309;11278309;11278309	in vivo;in vitro;two hybrid	physical interaction
AR	367	RANBP9	10048	12361945;12361945;12361945	in vivo;in vitro;two hybrid	physical interaction
AR	367	TMF1	7110	10428808	in vitro	physical interaction
AR	367	SVIL	6840	11792840;11792840	in vivo;two hybrid	physical interaction
AR	367	PIAS1	8554	10628744;10628744	in vitro;two hybrid	physical interaction
AR	367	SMAD3	4088	11248024;11248024	in vivo;in vitro	physical interaction
AR	367	AES	166	11416139;11416139;11416139	in vitro;two hybrid;in vivo	physical interaction
PCAF	8850	AR	367	10779504	in vitro	physical interaction
PAK6	56924	AR	367	14573606	in vivo	physical interaction
AR	367	SRY	6736	11585838;11585838	in vivo;in vitro	physical interaction
AR	367	BRCA1	672	11085509	in vitro	physical interaction
AR	367	NCOA2	10499	10601285;10601285	in vivo;in vitro	physical interaction
AR	367	NR2C2	7182	10611280;10611280	in vivo;in vitro	physical interaction
AR	367	CCND1	595	10344732	in vivo	physical interaction
AR	367	NCOA3	8202	10965917;10965917;10965917	in vitro;two hybrid;in vivo	physical interaction
AR	367	RAC3	5881	11747336	in vivo	physical interaction
AR	367	CCNH	902	10734072	in vitro	physical interaction
AR	367	CDK7	4331	10734072	in vitro	physical interaction
AR	367	JUN	3725	11518798;11518798	in vivo;in vitro	physical interaction
AR	367	CALR	811	8107809;8107809	in vivo;in vitro	physical interaction
AR	367	PIAS4	51588	11439351	in vitro	physical interaction
AR	367	STAT3	6774	11071847	in vivo	physical interaction
AR	367	PIAS3	10401	11071847	in vivo	physical interaction
PIAS3	10401	STAT3	6774	12804609	in vivo	physical interaction
AR	367	CDK9	1025	11266437	in vivo	physical interaction
AR	367	PNRC1	10957	10894149	two hybrid	physical interaction
AR	367	PXN	5829	12941817	in vivo	physical interaction
AR	367	SF1	2516	11518799	in vitro	physical interaction
AR	367	FLNA	2316	11043577;11043577;11043577	in vivo;in vitro;two hybrid	physical interaction
AR	367	CCNE1	898	10953010;10953010	in vivo;in vitro	physical interaction
AR	367	HIPK3	10114	9725910;9725910	two hybrid;in vivo	physical interaction
AR	367	CTNNB1	1499	10987273	in vivo	physical interaction
AR	367	SP1	6667	10809237	in vivo	physical interaction
APPL	26060	AR	367	12621049;12621049	in vivo;in vitro	physical interaction
APPL	26060	AKT1	207	12621049;12621049	in vivo;in vitro	physical interaction
AR	367	AKT1	207	12621049;12621049	in vivo;in vitro	physical interaction
AR	367	ESR1	2099	11000528	in vivo	physical interaction
AR	367	NSD1	64324	11509567;11509567	in vitro;two hybrid	physical interaction
AR	367	PRMT1	3276	11050077	in vitro	physical interaction
AR	367	RNF4	6047	11719514	in vivo	physical interaction
AR	367	PSMC3IP	29893	19325002;19325002	in vivo;in vitro	physical interaction
AR	367	PLAGL1	3376	10669760;10669760	in vitro;two hybrid	physical interaction
AR	367	MDM2	4193	17974989;17974989	in vivo;in vitro	physical interaction
TGIF	7050	HDAC1	3065	11682623;11682623	in vivo;in vitro	physical interaction
TGIF	7050	SIN3A	25942	11682623;11682623	in vivo;in vitro	physical interaction
HDAC1	3065	SIN3A	25942	11682623;11682623	in vivo;in vitro	physical interaction
AR	367	BAG1	573	11278763;11278763	in vivo;in vitro	physical interaction
AR	367	RAN	5901	18565325;18565325	in vivo;two hybrid	physical interaction
AR	367	PTEN	5728	15205473;15205473	in vivo;in vitro	physical interaction
AR	367	STUB1	10273	15107424;15107424;15107424	in vivo;in vitro;two hybrid	physical interaction
AR	367	NR0B2	8431	11735420;11735420;11735420	in vivo;in vitro;two hybrid	physical interaction
AR	367	COX5B	1329	11719263;11719263;11719263	in vivo;in vitro;two hybrid	physical interaction
AR	367	SPDEF	25803	10625666	in vivo	physical interaction
AR	367	SLC25A4	291	12039962;12039962;12039962	in vivo;in vitro;two hybrid	physical interaction
AR	367	UXT	8409	11854421;11854421	in vivo;in vitro	physical interaction
AR	367	GAPDH	2597	8872471;8872471	in vitro;two hybrid	physical interaction
AR	367	NR3C1	2908	9162033;9162033	in vivo;in vitro	physical interaction
AR	367	RUNX1	861	10521447	in vitro	physical interaction
AR	367	RUNX2	860	19389811;19389811	in vitro;in vivo	physical interaction
AR	367	RNF14	9604	10085091;10085091	in vitro;two hybrid	physical interaction
AR	367	TGFB1I1	7041	11856738;11856738	in vivo;two hybrid	physical interaction
AR	367	NCOA4	8031	8643607;8643607;8643607	in vivo;in vitro;two hybrid	physical interaction
AR	367	RCHY1	25898	12200228;12200228;12200228	in vivo;in vitro;two hybrid	physical interaction
AR	367	GTF2H1	2965	10734072	in vitro	physical interaction
AR	367	CCNH	902	10734072	in vitro	physical interaction
GTF2H1	2965	CCNH	902	10734072	in vitro	physical interaction
AR	367	PA2G4	5036	12165860;12165860	in vivo;in vitro	physical interaction
AR	367	ETV5	2119	8798622	in vitro	physical interaction
AR	367	IL6ST	3572	15129430;15129430	in vivo;in vitro	physical interaction
AR	367	MYST2	11143	10930412;10930412;10930412	in vivo;in vitro;two hybrid	physical interaction
AR	367	PIAS2	9063	9920921;9920921	in vitro;two hybrid	physical interaction
AR	367	POU2F1	5451	11096094;11096094	in vivo;in vitro	physical interaction
AR	367	GTF2F2	2963	9238003	in vitro	physical interaction
AR	367	GTF2F1	2962	9238003	in vitro	physical interaction
AR	367	RB1	5925	9675141;9675141	in vivo;in vitro	physical interaction
AR	367	NRIP1	8204	9368054	in vivo	physical interaction
AR	367	RAD54L2	23132	12058073	in vivo	physical interaction
AR	367	NCOR2	9612	11923464;11923464	in vivo;in vitro	physical interaction
AR	367	NCOA1	8648	10601285;10601285	in vivo;in vitro	physical interaction
AR	367	UBE2I	7329	10383460;10383460	in vivo;two hybrid	physical interaction
AR	367	PATZ1	23598	11719514	in vivo	physical interaction
AR	367	RNF4	6047	11719514	in vivo	physical interaction
PATZ1	23598	RNF4	6047	11719514	in vivo	physical interaction
PTK2	5747	PIK3R2	5296	12554777	in vivo	physical interaction
PTK2	5747	PIK3R1	5295	12554777	in vivo	physical interaction
PIK3R2	5296	PIK3R1	5295	12554777	in vivo	physical interaction
PATZ1	23598	RNF4	6047	11719514	in vivo	physical interaction
AR	367	PATZ1	23598	11719514	in vivo	physical interaction
AR	367	GNB2L1	10399	12958311	in vivo	physical interaction
AR	367	NCOR1	9611	12089345	in vivo	physical interaction
AR	367	TOP1	64550	15640154	in vivo	physical interaction
AR	367	PARP1	142	15640154	in vivo	physical interaction
AR	367	HSP90AA1	140571	15640154	in vivo	physical interaction
AR	367	HSP90B1	7184	15640154	in vivo	physical interaction
AR	367	HSPA8	3312	15640154	in vivo	physical interaction
AR	367	HSPA5	3309	15640154	in vivo	physical interaction
AR	367	 HSPA1A	3303	15640154	in vivo	physical interaction
AR	367	XRCC6	2547	15640154	in vivo	physical interaction
TOP1	64550	PARP1	142	15640154	in vivo	physical interaction
TOP1	64550	HSP90AA1	140571	15640154	in vivo	physical interaction
TOP1	64550	HSP90B1	7184	15640154	in vivo	physical interaction
TOP1	64550	HSPA8	3312	15640154	in vivo	physical interaction
TOP1	64550	HSPA5	3309	15640154	in vivo	physical interaction
